"name_en","highway","lanes","oneway","bridge","geometry","length_m","road_id","flood_pct","usable"
NA,"secondary",NA,NA,NA,c(463952.593851351, 463922.130126367, 3034942.98451937, 3034934.82167486),31.5383983490284,40,0,TRUE
NA,"secondary","2","yes",NA,c(887134.666931562, 886710.074986006, 3483401.54893265, 3482855.51366327),691.6883949013,41,0,TRUE
NA,"secondary","2","yes",NA,c(887540.336779858, 888380.108045271, 3479313.81637158, 3478639.97863162),1076.69544347868,42,0,TRUE
NA,"primary",NA,NA,NA,c(980469.906775715, 975992.149160439, 3526038.01896075, 3525916.4989621),4479.40625208638,43,17.4107142857143,TRUE
NA,"trunk","3","yes",NA,c(881059.808971102, 877282.754696104, 3479914.96356712, 3478214.1978922),4142.31129651731,44,0,TRUE
NA,"secondary","2",NA,NA,c(888399.441208998, 888707.04100573, 3478639.46381655, 3479014.51440789),485.057296629524,45,0,TRUE
NA,"trunk","2","yes",NA,c(873505.064598603, 875840.481281589, 3476884.92864869, 3477618.48986537),2447.91403889031,46,0,TRUE
NA,"primary","2","yes",NA,c(888988.259387386, 888520.229695189, 3483054.01340707, 3483429.02456953),599.737579902,47,0,TRUE
NA,"primary","2","yes",NA,c(888002.466943371, 888759.245501218, 3482804.33341495, 3482848.62451484),758.07353676761,48,0,TRUE
NA,"secondary",NA,NA,NA,c(843942.859426016, 843856.926501464, 3547794.05453342, 3539910.9712217),7883.55167213259,49,0,TRUE
NA,"primary",NA,NA,"yes",c(549718.301078124, 549750.430718126, 3533801.235989, 3533867.0129741),73.2046824683573,50,0,TRUE
NA,"secondary",NA,NA,NA,c(830753.650614394, 830382.857841857, 3563576.86823082, 3560422.78623766),3175.8023395319,51,0,TRUE
NA,"trunk",NA,NA,NA,c(834610.223705663, 835644.494097333, 3567057.85912997, 3566265.3371745),1302.99896123532,52,0,TRUE
NA,"secondary",NA,NA,NA,c(375858.826661802, 377937.608643007, 3457031.23910685, 3457586.07246055),2151.55166699676,53,0,TRUE
NA,"primary",NA,"yes",NA,c(638671.411016684, 639103.658595288, 3139962.08700271, 3136907.39753426),3085.12004918534,54,0,TRUE
NA,"secondary",NA,NA,NA,c(826689.462819795, 830763.299521023, 3554021.07397949, 3553841.29109173),4077.801779759,55,0,TRUE
NA,"secondary",NA,NA,NA,c(484377.069801898, 482834.743977237, 2729182.07088486, 2728672.09132929),1624.45316846029,56,0,TRUE
NA,"primary","3","yes","yes",c(303228.705492057, 303105.402344722, 2747515.74307117, 2747485.78457547),126.890415743348,57,0,TRUE
NA,"primary","3","yes",NA,c(301449.587083572, 302024.926719714, 2747311.40817295, 2747348.50222994),576.534184571741,58,0,TRUE
NA,"secondary","2","yes",NA,c(303011.959530746, 302913.736539111, 2747397.37941798, 2747435.79855234),105.469360339997,59,0,TRUE
NA,"primary","3","yes","yes",c(303105.402344722, 303004.208888552, 2747485.78457547, 2747463.47697028),103.623090190912,60,0,TRUE
NA,"secondary",NA,"no","yes",c(1015008.40554958, 1014999.12677076, 3496061.15058336, 3496064.72114593),9.94206484432555,61,0,TRUE
"Okara - Multan Road","primary","2","yes",NA,c(926693.326439198, 926694.644154791, 3417135.29443225, 3417054.25620889),81.0489359574682,62,0,TRUE
NA,"secondary",NA,NA,NA,c(1003620.71150706, 1003725.92796187, 3499977.19051968, 3500181.14404561),229.494102548704,63,0,TRUE
NA,"secondary",NA,NA,"yes",c(803255.086873375, 803214.000641511, 4035266.0352091, 4035297.2177365),51.579341443706,64,0,TRUE
NA,"trunk",NA,NA,NA,c(825651.72531094, 825179.347505762, 3932301.83681403, 3933011.71855144),852.685681786189,65,0,TRUE
"Karakoram Highway","trunk",NA,NA,"yes",c(986632.232796721, 986812.976496842, 3986338.14467049, 3986727.19871302),428.988733115532,66,0,TRUE
NA,"secondary","1",NA,NA,c(738818.206350661, 736593.136552199, 3800740.4351785, 3801942.7134477),2529.11222460056,67,0,TRUE
NA,"secondary",NA,NA,"yes",c(979339.070827065, 979333.438916616, 3988766.30050635, 3988608.76234111),157.638802091091,68,0,TRUE
"Shandur - Gilgit Road","trunk",NA,NA,NA,c(940303.196009886, 942162.480149676, 4007832.6748682, 4006579.89584663),2241.96181710889,69,0,TRUE
NA,"primary",NA,NA,"yes",c(1010740.65723034, 1010758.14203615, 3950496.7623463, 3950236.12279959),261.225365808903,70,0,TRUE
"Quaid-e-Azam Highway","trunk","2","yes",NA,c(980958.565811348, 980973.602625456, 3987542.46490418, 3987525.67586631),22.5383577733051,71,0,TRUE
NA,"trunk",NA,"yes",NA,c(982875.153066556, 982881.259318347, 3987348.81910571, 3987394.39382592),45.9819685654676,72,0,TRUE
NA,"trunk",NA,"yes",NA,c(982881.259318347, 982915.460508708, 3987394.39382592, 3987331.37088584),71.7050374665191,73,0,TRUE
NA,"secondary",NA,NA,NA,c(978624.219114519, 978586.621487756, 3988622.52946473, 3988424.16588788),201.895245507034,74,0,TRUE
"Karakoram Highway","trunk",NA,NA,"yes",c(985887.873042499, 985876.859809907, 3989538.26471381, 3989599.61978748),62.3356748412042,75,0,TRUE
"Karakoram Highway","trunk",NA,NA,NA,c(986812.976496842, 986857.308879897, 3986727.19871302, 3986832.45961512),114.215663102876,76,0,TRUE
NA,"primary",NA,NA,"yes",c(988450.845655504, 988473.467783974, 3986702.68502284, 3986689.34670684),26.2615949659432,77,0,TRUE
NA,"secondary",NA,NA,NA,c(933168.757666594, 933078.735299916, 4013813.13465898, 4013659.65775164),177.930288564703,78,0,TRUE
"Karakoram Highway","trunk","2",NA,"yes",c(988562.002970243, 988587.200610969, 3983919.96659634, 3983884.84492975),43.2256007686957,79,0,TRUE
NA,"primary",NA,NA,"yes",c(797836.248475684, 797798.66842991, 3840094.66303175, 3840133.53441183),54.0670327429514,80,0,TRUE
NA,"primary",NA,NA,"yes",c(802301.111407486, 802307.175148686, 3831275.52617154, 3831312.62269654),37.5888430888435,81,0,TRUE
NA,"secondary",NA,NA,"yes",c(808953.52938515, 809023.093890757, 3829616.86047632, 3829642.99834898),74.3129115806247,82,0,TRUE
NA,"secondary",NA,NA,"yes",c(816491.437915846, 816503.218473222, 3830132.4084234, 3830208.48590057),76.9841806148827,83,0,TRUE
NA,"primary",NA,NA,"yes",c(797868.579919345, 797990.310879337, 3823170.3676056, 3823065.67724594),160.556837369537,84,0,TRUE
NA,"primary",NA,NA,NA,c(797309.633386481, 797868.579919345, 3823618.62017044, 3823170.3676056),716.485581491839,85,0,TRUE
NA,"secondary",NA,NA,NA,c(816354.425472506, 816330.134109101, 3832350.40533191, 3832362.46089889),27.1183891722608,86,0,TRUE
NA,"trunk",NA,NA,"yes",c(854127.733974292, 854201.772862726, 3871891.83628148, 3871913.78227853),77.2229485752691,87,0,TRUE
NA,"trunk",NA,NA,NA,c(979319.415717653, 979315.781663867, 3988443.09166716, 3988423.83418104),19.5973752963255,88,0,TRUE
NA,"secondary",NA,NA,NA,c(978586.621487756, 978643.571259862, 3988424.16588788, 3988396.12220114),63.4801142794433,89,0,TRUE
"Shandur - Gilgit Road","trunk",NA,NA,"yes",c(940242.530456048, 940303.196009886, 4007867.47643121, 4007832.6748682),69.9389606017798,90,0,TRUE
NA,"secondary",NA,NA,NA,c(979324.396840613, 979199.962694161, 3988470.54315638, 3988479.79808448),124.777844577821,91,0,TRUE
NA,"secondary",NA,NA,"yes",c(835280.566516838, 835279.028019456, 3857153.06936556, 3857129.71116769),23.4088099168296,92,0,TRUE
NA,"primary",NA,NA,"yes",c(799300.268039865, 799152.496572556, 3838688.53915831, 3838812.98891901),193.194589700562,93,0,TRUE
NA,"trunk",NA,NA,NA,c(757830.756130509, 757808.788804801, 3808451.45825348, 3808638.02752212),187.858072491406,94,0,TRUE
"Grand Trunk Road","trunk","2","yes",NA,c(916478.694880043, 914673.432324866, 3667839.73021468, 3670716.9109268),3396.63682829288,95,0,TRUE
"River View Road","trunk",NA,NA,NA,c(980930.131294547, 980706.073546776, 3988492.25199051, 3988605.59262131),251.093554129151,96,0,TRUE
NA,"secondary",NA,"yes",NA,c(980948.804987421, 980969.213235088, 3988627.20527968, 3988587.40638389),44.7263756589568,97,0,TRUE
NA,"secondary","2",NA,NA,c(983909.339686253, 984306.313491165, 3990638.57792581, 3990795.11256658),426.721566770611,98,0,TRUE
NA,"secondary",NA,"yes","yes",c(980899.186615554, 980940.441122248, 3988521.92780252, 3988610.82907568),98.006993071294,99,0,TRUE
"Karakoram Highway","trunk",NA,NA,"yes",c(877095.012805099, 877063.039790101, 3904363.88558602, 3904333.87434383),43.8514349335901,100,0,TRUE
"Gilgit - Skardu Highway","trunk",NA,"no","yes",c(1095523.93109522, 1095513.2218446, 3926710.76424707, 3926727.91508538),20.2197750619172,101,0,TRUE
NA,"secondary",NA,"yes","yes",c(980969.213235088, 980941.259042588, 3988587.40638389, 3988518.55997313),74.3052161836488,102,0,TRUE
"Karakoram Highway","trunk","2",NA,"yes",c(1001821.52250553, 1001801.9813439, 3939584.26813488, 3939591.22650248),20.7430922822295,103,0,TRUE
"Gilgit - Skardu Highway","trunk",NA,NA,"yes",c(1017996.20413483, 1018015.32304289, 3982763.4690861, 3982761.19360681),19.2538425047382,104,0,TRUE
"Gilgit - Skardu Highway","trunk",NA,NA,"yes",c(1018509.15491006, 1018530.27657348, 3982560.95210665, 3982549.64364889),23.9584198621813,105,0,TRUE
NA,"secondary","2","no","yes",c(984116.764758802, 983993.717413938, 3988104.27052899, 3988037.20377959),140.137782030905,106,0,TRUE
NA,"secondary",NA,NA,NA,c(983949.630950392, 984063.535968481, 3988994.96157678, 3988332.6434051),672.041452352201,107,0,TRUE
"Gilgit - Skardu Highway","trunk",NA,NA,NA,c(1019524.25442477, 1020968.80652777, 3974994.56181356, 3973422.86640864),2134.70307634144,108,0,TRUE
NA,"secondary","2",NA,NA,c(984503.978715516, 985101.785291259, 3990860.61418262, 3991442.24063229),834.06356410039,109,0,TRUE
"Gilgit - Skardu Highway","trunk",NA,NA,"yes",c(1018845.62943721, 1018851.18103301, 3977874.37204478, 3977823.82290747),50.8530775702986,110,0,TRUE
"Gilgit - Skardu Highway","trunk",NA,NA,"yes",c(1020968.80652777, 1020973.50133675, 3973422.86640864, 3973396.55647831),26.7255246012525,111,0,TRUE
"Gilgit - Skardu Highway","trunk",NA,NA,NA,c(1018015.32304289, 1018509.15491006, 3982761.19360681, 3982560.95210665),532.885139056665,112,0,TRUE
NA,"secondary",NA,"yes",NA,c(980941.259042588, 980930.131294547, 3988518.55997313, 3988492.25199051),28.5646061758058,113,0,TRUE
NA,"trunk",NA,NA,"yes",c(1061896.58769924, 1061910.01108119, 3957362.25298991, 3957356.74282146),14.5103114862045,114,0,TRUE
"Gilgit - Skardu Highway","trunk",NA,NA,NA,c(1048958.73379542, 1061896.58769924, 3960219.64598307, 3957362.25298991),13249.6323856197,115,0,TRUE
NA,"secondary",NA,"yes",NA,c(980940.441122248, 980948.804987421, 3988610.82907568, 3988627.20527968),18.3884283826859,116,0,TRUE
NA,"secondary",NA,NA,NA,c(979257.133508043, 979259.168370897, 3988465.02584281, 3988475.39606604),10.5679797813968,117,0,TRUE
NA,"secondary","2",NA,NA,c(983883.169574278, 983924.53355214, 3990658.92637165, 3990664.85943204),41.7873170976393,118,0,TRUE
NA,"secondary",NA,"yes",NA,c(980892.451982286, 980899.186615554, 3988502.43262503, 3988521.92780252),20.6256449743811,119,0,TRUE
NA,"primary",NA,NA,"yes",c(1034353.15407985, 1034390.02819037, 3917912.66024207, 3917907.64734127),37.2132933424461,120,0,TRUE
NA,"primary",NA,NA,"yes",c(1023215.34122503, 1023197.30357572, 3944263.52812713, 3944178.33191149),87.0847400586729,121,0,TRUE
NA,"primary",NA,NA,NA,c(1023197.30357572, 1026021.08424554, 3944178.33191149, 3938366.92619877),6461.1278914056,122,0,TRUE
"Gilgit - Skardu Highway","trunk",NA,NA,NA,c(1082999.09456719, 1082884.78270319, 3944319.37209071, 3944359.14983682),121.035000459824,123,0,TRUE
"Gilgit - Skardu Highway","trunk",NA,NA,"yes",c(1045786.33001032, 1045766.99863671, 3960048.75556416, 3960024.50350312),31.0139399339282,124,0,TRUE
"Gilgit - Skardu Highway","trunk",NA,NA,"yes",c(1048936.66322966, 1048958.73379542, 3960234.79905466, 3960219.64598307),26.7717285834992,125,0,TRUE
NA,"secondary",NA,NA,"yes",c(1109957.88623096, 1110092.34837028, 3940481.12510426, 3940522.69657386),140.741799037978,126,0,TRUE
"Karakoram Highway","trunk",NA,NA,"yes",c(946237.476511727, 946201.561490951, 3937903.98439456, 3937905.38551986),35.9423409016144,127,0,TRUE
NA,"primary",NA,"yes",NA,c(881637.521124041, 881870.287219495, 3718509.65433988, 3717906.81200148),646.218956830735,128,0,TRUE
NA,"primary",NA,"yes",NA,c(881841.524491858, 881620.740624585, 3717900.65677348, 3718498.09498048),636.92851029025,129,0,TRUE
NA,"secondary","2","yes",NA,c(730787.628812566, 730778.714632245, 3339545.11892725, 3339543.73365234),9.02117494388037,130,0,TRUE
NA,"secondary","2","yes",NA,c(730778.714632245, 730782.890896716, 3339543.73365234, 3339554.1137649),11.1887408435072,131,0,TRUE
NA,"secondary",NA,NA,"yes",c(844156.802666536, 844159.248681834, 3484000.9499759, 3483995.50016101),5.97356452363807,132,0,TRUE
NA,"secondary",NA,NA,NA,c(844235.477489447, 844156.802666536, 3485927.99344737, 3484000.9499759),1928.64881943121,133,0,TRUE
NA,"primary","2","yes",NA,c(888516.144659391, 888614.552393998, 3483468.86302107, 3486149.10804568),2682.05098277446,134,0,TRUE
NA,"secondary","2","yes",NA,c(299174.376367373, 299214.42561199, 2750277.40546958, 2750273.77454117),40.2135006624355,135,0,TRUE
NA,"primary","1","no",NA,c(913271.214013432, 913669.990059146, 3432573.08182329, 3427221.89853335),5366.0213321569,136,0,TRUE
NA,"secondary",NA,NA,NA,c(273983.448614245, 278767.447563372, 2760733.54541738, 2754637.56028491),7749.04385588825,137,0,TRUE
NA,"secondary",NA,NA,NA,c(923813.260718245, 913795.404772329, 3445740.77531835, 3433485.41899328),15828.8090647256,138,1.51515151515152,TRUE
NA,"primary",NA,NA,NA,c(904582.05018891, 919410.06608074, 3431337.94323599, 3427112.89396395),15418.206660941,139,1.55642023346304,TRUE
NA,"secondary",NA,"yes",NA,c(306973.294549759, 307399.484832447, 2750742.78837891, 2749847.85551165),991.233067425032,140,0,TRUE
NA,"secondary",NA,"yes",NA,c(-173368.202726922, -172064.077123086, 2798381.4241964, 2802618.55903211),4433.28943410988,141,0,TRUE
NA,"trunk","2","yes",NA,c(985447.281235594, 987535.85291509, 3570746.95330151, 3574531.71553947),4322.79502848427,142,0,TRUE
NA,"secondary",NA,"yes",NA,c(307395.012151721, 306970.029433437, 2749843.18742499, 2750737.00669813),989.708645954598,143,0,TRUE
NA,"trunk","2","yes",NA,c(752929.1077758, 756810.272461025, 3277356.9011776, 3274559.84452675),4784.03231823621,144,0,TRUE
"Miran Shah - Bannu Road","trunk",NA,NA,NA,c(641012.295160781, 641017.610636804, 3649369.82725701, 3649370.05872523),5.32051340477397,145,0,TRUE
"Karakoram Highway","trunk",NA,NA,"yes",c(854845.217751052, 854862.943034525, 3881056.05837333, 3881048.03515439),19.4565597255674,146,0,TRUE
NA,"trunk","2","yes",NA,c(756782.27024101, 752917.436447934, 3274511.04314407, 3277347.0328106),4793.72273257271,147,0,TRUE
NA,"secondary",NA,NA,"yes",c(903520.178593769, 903540.304154046, 3292087.20793631, 3292063.62641567),31.0020369009772,148,0,TRUE
NA,"primary",NA,NA,NA,c(905903.48794881, 906904.390523144, 3292862.65328866, 3294628.05426819),2029.39561984117,149,0,TRUE
NA,"primary",NA,NA,NA,c(817211.225844437, 817195.796369815, 3886970.89783506, 3886901.68614577),70.9106946900484,150,0,TRUE
NA,"trunk",NA,NA,NA,c(822383.776942161, 822372.793922226, 3894945.40458837, 3894951.66920215),12.6440544392799,151,0,TRUE
NA,"primary",NA,NA,NA,c(880988.180325749, 880670.049211705, 3817448.40934107, 3817520.68536143),326.23799417256,152,0,TRUE
"Karakoram Highway","trunk",NA,NA,NA,c(946201.561490951, 941220.786810642, 3937905.38551986, 3937804.91232796),4981.78795998939,153,0,TRUE
NA,"primary",NA,NA,"yes",c(888591.076356492, 888582.360240164, 3819352.10140347, 3819351.70356027),8.72519129073323,154,0,TRUE
NA,"primary",NA,NA,NA,c(883546.278348219, 881015.877608396, 3818840.07492527, 3817437.04793499),2893.33935782719,155,0,TRUE
"Shahkot Road","primary","2",NA,NA,c(925288.346977833, 925818.266853211, 3502428.30049408, 3501840.65277123),791.293195019816,156,0,TRUE
NA,"trunk",NA,NA,"yes",c(822314.310476466, 822416.469105326, 3894593.69846192, 3894715.14567338),158.700380029748,157,0,TRUE
NA,"secondary",NA,"yes",NA,c(311131.317293156, 309823.051874717, 2761745.60184179, 2763040.14295889),1840.48773670243,158,0,TRUE
"Miran Shah - Bannu Road","trunk",NA,NA,NA,c(636541.57006682, 639094.643333183, 3648705.19182301, 3649191.99971759),2599.07003169226,159,0,TRUE
"Kashmir Road","secondary",NA,"yes",NA,c(875457.590518339, 875448.048074182, 3723225.00614178, 3723179.03990795),46.9462766650239,160,0,TRUE
NA,"secondary",NA,"yes",NA,c(875457.590518339, 875833.774248337, 3723225.00614178, 3723206.24941747),376.65104994106,161,0,TRUE
NA,"primary",NA,"yes",NA,c(877380.218982114, 877358.16607872, 3721948.80464396, 3721974.64760024),33.9733562865918,162,0,TRUE
"Kashmir Road","secondary",NA,"yes",NA,c(875448.048074182, 875444.078085325, 3723179.03990795, 3723246.52943825),67.6061943259146,163,0,TRUE
NA,"primary",NA,"yes",NA,c(877105.123928296, 877114.256903462, 3725213.23296468, 3725196.93044696),18.6864474836522,164,0,TRUE
NA,"primary",NA,"yes",NA,c(877176.486259457, 877365.563697108, 3723613.20729067, 3722007.07197961),1617.22630292482,165,0,TRUE
NA,"secondary",NA,"yes",NA,c(877813.268615233, 877842.42895965, 3722910.74209924, 3722689.16401362),223.488643368619,166,0,TRUE
NA,"secondary",NA,NA,NA,c(875322.428665202, 875390.559424577, 3721100.47634432, 3721047.62028059),86.2297155603489,167,0,TRUE
NA,"secondary",NA,"yes",NA,c(882704.961999447, 882706.849695402, 3719469.94829419, 3719452.69389348),17.357354061868,168,0,TRUE
NA,"secondary",NA,"yes",NA,c(881949.38408764, 882031.904338342, 3721085.3100884, 3721198.24830925),139.87363405783,169,0,TRUE
NA,"secondary",NA,"yes",NA,c(881231.118044071, 881224.123433283, 3722374.00570922, 3722389.87906628),17.3461247650153,170,0,TRUE
NA,"secondary",NA,"yes","yes",c(882724.116407043, 882689.648672993, 3719243.44804648, 3719450.36389597),209.766998028192,171,0,TRUE
"Grand Trunk Road","trunk",NA,"yes","yes",c(880147.581565339, 880164.930181125, 3720682.26677678, 3720681.04136056),17.3918404602548,172,0,TRUE
NA,"secondary",NA,"yes",NA,c(879656.47106417, 879706.145071106, 3720821.66442924, 3720857.95191328),61.5165706365221,173,0,TRUE
NA,"secondary",NA,NA,NA,c(881302.184211763, 881802.640319692, 3722464.29668695, 3722167.44005561),581.87642634307,174,0,TRUE
NA,"secondary",NA,NA,"yes",c(881802.640319692, 881941.315194172, 3722167.44005561, 3722125.50140129),144.877781382113,175,0,TRUE
NA,"secondary",NA,"yes",NA,c(877821.662289825, 877812.216442951, 3723506.82345741, 3723037.00232491),469.916078222201,176,0,TRUE
NA,"secondary",NA,NA,NA,c(876859.018472752, 877402.930731804, 3385675.29437407, 3372371.74436652),13314.6642221657,177,0,TRUE
NA,"secondary",NA,NA,"yes",c(868102.54432147, 868116.028461256, 3838333.42640195, 3838321.36929571),18.0885554107155,178,0,TRUE
"Murree Road","primary","2",NA,NA,c(889046.955333955, 890455.512756157, 3787475.44040465, 3787671.67959929),1422.16167616597,179,0,TRUE
NA,"secondary",NA,NA,NA,c(807964.01484395, 801221.273307386, 3333618.04539496, 3330607.94377319),7384.12318439316,180,0,TRUE
NA,"secondary","2","yes",NA,c(877812.216442951, 877813.268615233, 3723037.00232491, 3722910.74209924),126.264609653124,181,0,TRUE
NA,"secondary",NA,NA,"yes",c(839472.318607939, 839504.797816019, 3322179.13239927, 3322196.54990494),36.8546938818284,182,0,TRUE
NA,"secondary",NA,NA,"yes",c(872322.957474153, 872329.300893773, 3371305.48488096, 3371311.38921775),8.66603516043966,183,0,TRUE
NA,"secondary",NA,NA,NA,c(803151.376002973, 802597.652108379, 3748101.44603246, 3748534.65252699),703.049086729458,184,0,TRUE
NA,"secondary",NA,NA,NA,c(802565.17910431, 802085.339283824, 3748570.73468835, 3749199.27586541),790.765619248698,185,0,TRUE
"Mall Road","trunk","3","yes",NA,c(877364.996434748, 877330.670950362, 3723529.99559949, 3723529.22410811),34.3341532195147,186,0,TRUE
NA,"secondary",NA,NA,NA,c(803312.821000605, 803151.376002973, 3746380.53271802, 3748101.44603246),1728.46958985524,187,0,TRUE
NA,"secondary",NA,NA,NA,c(879975.496372218, 879990.180587676, 3723634.04179224, 3723664.96846031),34.2357266816781,188,0,TRUE
NA,"secondary",NA,NA,NA,c(718878.39894576, 720314.460910008, 3750436.18193696, 3751691.83243008),1907.59852328908,189,0,TRUE
NA,"secondary",NA,NA,"yes",c(802597.652108379, 802565.17910431, 3748534.65252699, 3748570.73468835),48.5429537789155,190,0,TRUE
NA,"secondary",NA,NA,NA,c(879707.164912852, 879975.496372218, 3723696.29564035, 3723634.04179224),275.458370157549,191,0,TRUE
"Jabber-Qaziyan Road","secondary","2",NA,NA,c(912715.418555432, 917155.773892502, 3692183.34407275, 3692952.9125506),4506.54980684223,192,0,TRUE
NA,"secondary",NA,"yes",NA,c(888884.847294125, 889629.311811779, 3718151.02649712, 3718143.15233536),744.506158784794,193,0,TRUE
NA,"secondary",NA,NA,"yes",c(964092.845843305, 964103.272611021, 3566193.79516261, 3566188.11998362),11.8711895602587,194,0,TRUE
NA,"secondary",NA,NA,"yes",c(776547.112057469, 776547.140246084, 3260073.42770669, 3260084.17814762),10.7504778888122,195,0,TRUE
NA,"secondary",NA,"yes",NA,c(889957.171557397, 890258.685263424, 3717834.50770872, 3718155.22127197),440.190532128967,196,0,TRUE
